iter	RMSE
366	1.05201406
367	1.051910059
368	1.051651685
369	1.051418524
370	1.051161625
371	1.050643485
372	1.050444212
373	1.050245071
374	1.049707012
375	1.049031483
376	1.048736135
377	1.04831321
378	1.048185768
379	1.04810168
380	1.047776742
381	1.047322259
382	1.047021486
383	1.046621865
384	1.046323816
385	1.046206274
386	1.045949326
387	1.045878938
388	1.045445476
389	1.044937864
390	1.044291639
391	1.04389045
392	1.04370505
393	1.043311331
394	1.043151047
395	1.042858442
396	1.042664911
397	1.042451497
398	1.04205737
399	1.04169825
400	1.041462696
401	1.040998316
402	1.04045369
403	1.040122269
404	1.039995017
405	1.03972017
406	1.039511493
407	1.039299012
408	1.03843626
409	1.038044482
410	1.037464234
411	1.037303344
412	1.037074333
413	1.036601987
414	1.035875681
415	1.035811761
416	1.035654305
417	1.035549159
418	1.034990813
419	1.034528354
420	1.034048192
421	1.03337193
422	1.033034279
423	1.03268853
424	1.031742159
425	1.031638447
426	1.030763158
427	1.030496374
428	1.029899827
429	1.029474965
430	1.029204062
431	1.029122079
432	1.028795012
433	1.028528727
434	1.02814314
435	1.028004746
436	1.027753706
437	1.027585992
438	1.027099961
439	1.027042062
440	1.026583212
441	1.026265289
442	1.026098122
443	1.025813525
444	1.025713713
445	1.02523999
446	1.025122165
447	1.024887404
448	1.024755831
449	1.024442513
450	1.024057358
451	1.023944508
452	1.023405964
453	1.023144233
454	1.022746146
455	1.021975479
456	1.021767137
457	1.021575145
458	1.021081611
459	1.020721421
460	1.020469358
461	1.020295517
462	1.019864848
463	1.019529018
464	1.019201308
465	1.019090591
466	1.01859796
467	1.018449257
468	1.018132659
